title,vote_average,vote_count,budget,revenue,imdb_id,genres,id
Another Round,7.635,3576,5150000,21700000,tt10288566,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",580175
The Devil All the Time,7.193,3519,0,0,tt7395114,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",499932
Promising Young Woman,7.402,3491,10000000,20379604,tt9620292,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",582014
The Hunt,6.626,3473,14000000,10550350,tt8244784,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",514847
Palm Springs,7.334,3453,5000000,1818417,tt9484998,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",587792
The Father,8.101,3453,6000000,21029340,tt10272386,"[{'id': 18, 'name': 'Drama'}]",600354
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",458576
Underwater,6.283,3300,50000000,40882928,tt5774060,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",443791
The Trial of the Chicago 7,7.67,3218,35000000,107423,tt1070874,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",556984
Greyhound,7.417,3151,50300000,0,tt6048922,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",516486
Project Power,6.431,2965,0,0,tt7550000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",605116
All the Bright Places,7.637,2950,0,0,tt3907584,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",342470
The SpongeBob Movie: Sponge on the Run,7.4,2918,60000000,4700000,tt4823776,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",400160
Roald Dahl's The Witches,6.348,2913,0,29303571,tt0805647,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]",531219
Run,7.231,2750,1700000,5184368,tt8633478,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",546121
Borat Subsequent Moviefilm,6.437,2722,0,0,tt13143964,"[{'id': 35, 'name': 'Comedy'}]",740985
Soul,8.1,11021,150000000,121977511,tt2948372,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",508442
Tenet,7.176,10599,205000000,365304105,tt6723592,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",577922
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.9,10581,75000000,205537933,tt7713068,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",495764
Sonic the Hedgehog,7.297,10137,85000000,319715683,tt3794354,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",454626
365 Days,7.009,9340,0,9458590,tt10886166,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",664413
Wonder Woman 1984,6.392,8816,200000000,169601036,tt7126948,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",464052
Bad Boys for Life,7.127,8541,90000000,426505244,tt1502397,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",38700
Mulan,6.844,6913,200000000,69965374,tt4566758,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",337401
Onward,7.654,6405,200000000,141888276,tt7146812,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",508439
Extraction,7.304,6385,65000000,0,tt8936646,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",545609
Enola Holmes,7.242,6321,21000000,0,tt7846844,"[{'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",497582
The Gentlemen,7.668,6279,22000000,115171795,tt8367814,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",522627
The Invisible Man,7.1,6051,7000000,144492724,tt1051906,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",570670
After We Collided,7.163,5413,14000000,47990414,tt10362466,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",613504
Bloodshot,6.696,5123,42000000,39861118,tt1634106,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",338762
The Kissing Booth 2,7.619,5077,0,0,tt9784456,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",583083
Greenland,7.125,4828,34000000,52300000,tt7737786,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",524047
The Old Guard,7.118,4603,70000000,0,tt7556122,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",547016
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.209,4313,15700000,523542183,tt11032374,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",635302
Love and Monsters,7.278,4275,30000000,1122066,tt2222042,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",590223
Cold Pursuit,5.86,2710,60000000,76419755,tt5719748,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",438650
I Am Mother,6.706,2701,0,643593,tt6292852,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",505948
Richard Jewell,7.418,2632,45000000,33900000,tt3513548,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",292011
The Hustle,6.191,2612,21000000,97400000,tt1298644,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",449562
Midway,7.111,2599,100000000,127400000,tt6924650,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",522162
The Curse of La Llorona,5.7,2585,9000000,123233739,tt4913966,"[{'id': 27, 'name': 'Horror'}]",480414
Last Christmas,7.218,2498,30000000,121600000,tt8623904,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",549053
Weathering with You,8.0,2495,0,186965409,tt9426210,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",568160
The Addams Family,6.6,2428,40000000,204394183,tt1620981,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",481084
Just Mercy,7.856,2396,25000000,50401502,tt4916630,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}]",522212
Dark Waters,7.532,2377,20000000,13601384,tt9071322,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",552178
Polar,6.335,2372,0,0,tt4139588,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",483906
Ma,5.818,2364,5000000,61220856,tt7958736,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",502416
Vivarium,6.047,2358,4000000,488000,tt8368406,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",458305
The Lego Movie 2: The Second Part,6.664,2332,99000000,199603202,tt3513498,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",280217
A Rainy Day in New York,6.486,2320,25000000,23805899,tt7139936,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",475303
In the Tall Grass,5.542,2313,0,0,tt4687108,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",523139
Countdown,6.217,2227,6500000,48021766,tt10039344,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",599975
The Highwaymen,6.764,2150,49000000,0,tt1860242,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",500682
Togo,8.142,2147,0,0,tt5116302,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",606856
The King,7.156,3419,0,0,tt7984766,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",504949
Triple Frontier,6.323,3402,0,0,tt1488606,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",399361
Jarhead: Law of Return,6.5,3354,0,0,tt10767720,"[{'id': 10752, 'name': 'War'}]",635744
Pet Sematary,5.743,3329,21000000,113118226,tt0837563,"[{'id': 27, 'name': 'Horror'}]",157433
Brightburn,6.134,3326,6000000,33224654,tt7752126,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",531309
The Perfect Date,6.441,3292,0,0,tt8201170,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",543540
Crawl,6.32,3265,13500000,91500000,tt8364368,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",511987
The Secret Life of Pets 2,6.947,3228,80000000,429434163,tt5113040,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",412117
Bombshell,6.784,3112,32000000,61404394,tt6394270,"[{'id': 18, 'name': 'Drama'}]",525661
Charlie's Angels,6.4,3072,48000000,73279888,tt5033998,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",458897
The Two Popes,7.489,3051,0,232638,tt8404614,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",551332
Hustlers,6.5,3028,20000000,157563598,tt5503686,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",540901
Spies in Disguise,7.57,2892,100000000,171616764,tt5814534,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",431693
Anna,6.706,2856,34000000,31626978,tt7456310,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",484641
Portrait of a Lady on Fire,8.107,2803,5740000,9923127,tt8613070,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",531428
Long Shot,6.719,2788,40000000,0,tt2139881,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",459992
Scary Stories to Tell in the Dark,6.494,2776,25000000,104545505,tt3387520,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",417384
Fractured,6.748,2758,0,0,tt4332232,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",568091
Booksmart,7.009,2751,6000000,24849029,tt1489887,"[{'id': 35, 'name': 'Comedy'}]",505600
The Dead Don't Die,5.431,2749,11000000,15325468,tt8695030,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",535581
The Lighthouse,7.489,5298,11000000,18262464,tt7984734,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",503919
Men in Black: International,5.9,5169,110000000,253890701,tt2283336,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",479455
Uncut Gems,7.151,5105,19000000,50023780,tt5727208,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",473033
6 Underground,6.34,4988,150000000,0,tt8106534,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",509967
Ready or Not,7.036,4953,6000000,57600000,tt7798634,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",567609
Escape Room,6.541,4893,9000000,155712077,tt5886046,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",522681
Rocketman,7.313,4846,40000000,167300000,tt2066051,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",504608
Doctor Sleep,7.143,4691,45000000,72385286,tt5606664,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",501170
Murder Mystery,6.3,4635,24000000,0,tt1618434,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",514999
Miracle in Cell No. 7,8.256,4496,0,28000000,tt10431500,"[{'id': 18, 'name': 'Drama'}]",637920
Dumbo,6.591,4451,170000000,353284621,tt3861390,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",329996
Klaus,8.23,4393,0,0,tt4729430,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",508965
Yesterday,6.688,4109,26000000,154608856,tt8079248,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",515195
Rambo: Last Blood,6.534,4076,50000000,91500000,tt1206885,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",522938
Annabelle Comes Home,6.409,3737,27000000,231252591,tt8350360,"[{'id': 27, 'name': 'Horror'}]",521029
Angel Has Fallen,6.597,3722,40000000,146661977,tt6189022,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",423204
Hellboy,5.578,3595,50000000,55065289,tt2274648,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",456740
Happy Death Day 2U,6.326,3548,9000000,64600152,tt8155288,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",512196
Isn't It Romantic,6.204,3537,31000000,48800000,tt2452244,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",449563
"Extremely Wicked, Shockingly Evil and Vile",7.0,3461,0,0,tt2481498,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",457799
Ford v Ferrari,8.007,8589,97600000,225508210,tt1950186,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",359724
After,7.115,8434,14000000,69497587,tt4126476,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",537915
Us,6.954,7797,20000000,256067149,tt6857112,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",458723
Midsommar,7.153,7714,9000000,48498408,tt8772262,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",530385
The Platform,6.968,7575,1203235,1090116,tt8228288,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",619264
Fast & Furious Presents: Hobbs & Shaw,6.845,7543,200000000,760098996,tt6806448,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",384018
The Irishman,7.581,7225,159000000,968853,tt1302006,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",398978
Marriage Story,7.732,7211,18000000,333686,tt7653254,"[{'id': 18, 'name': 'Drama'}]",492188
Pokémon Detective Pikachu,6.912,7154,150000000,449762638,tt5884052,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",447404
Ad Astra,6.1,6966,87500000,127461872,tt2935510,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",419704
How to Train Your Dragon: The Hidden World,7.748,6857,129000000,539987993,tt2386490,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",166428
Dark Phoenix,5.963,6845,200000000,252442974,tt6565702,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",320288
Little Women,7.86,6593,40000000,216600000,tt3281548,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}]",331482
Godzilla: King of the Monsters,6.695,6469,170000000,387300138,tt3741700,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",373571
Maleficent: Mistress of Evil,7.301,6331,185000000,491730089,tt4777008,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",420809
Zombieland: Double Tap,6.9,6022,42000000,122810399,tt1560220,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",338967
Five Feet Apart,8.2,5802,7000000,92600000,tt6472976,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",527641
Terminator: Dark Fate,6.414,5439,185000000,261119292,tt6450804,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",290859
El Camino: A Breaking Bad Movie,7.042,5380,0,0,tt9243946,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",559969
Gemini Man,6.274,5309,140000000,173469516,tt1025100,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",453405
Joker,8.131,26974,55000000,1078958629,tt7286456,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",475557
Avengers: Endgame,8.237,26925,356000000,2799439100,tt4154796,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",299534
Parasite,8.496,19707,11363000,257591776,tt6751668,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",496243
Spider-Man: Far From Home,7.4,16451,160000000,1131927996,tt6320628,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",429617
Captain Marvel,6.8,16351,152000000,1131416446,tt4154664,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",299537
Once Upon a Time... in Hollywood,7.426,14286,95000000,392105159,tt7131622,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",466272
Knives Out,7.843,13229,40000000,312897920,tt8946378,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",546554
1917,7.986,13091,100000000,446064352,tt8579674,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",530915
John Wick: Chapter 3 - Parabellum,7.444,11311,55000000,326709727,tt6146586,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",458156
The Lion King,7.103,10554,260000000,1662020819,tt6105098,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",420818
Star Wars: The Rise of Skywalker,6.28,10445,489900000,1074144248,tt2527338,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",181812
Aladdin,7.093,10398,183000000,1097831681,tt6139732,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",420817
Toy Story 4,7.469,10222,175000000,1073841394,tt1979376,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",301528
Frozen II,7.242,10061,150000000,1453683476,tt4520988,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",330457
Jojo Rabbit,7.995,10055,14000000,82468705,tt2584384,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",515001
Shazam!,7.0,9941,80000000,367799011,tt0448115,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",287947
Alita: Battle Angel,7.244,9669,170000000,405000000,tt0437086,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",399579
It Chapter Two,6.838,9237,79000000,473123154,tt7349950,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",474350
Jumanji: The Next Level,6.9,9073,125000000,801693929,tt7975244,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",512200
Glass,6.664,8837,20000000,246999039,tt6823368,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",450465
Suspiria,6.899,2682,20000000,7953089,tt1034415,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",361292
Death Wish,6.203,2667,30000000,34017028,tt1137450,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",395990
Alpha,6.525,2651,51000000,99630675,tt4244998,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",399360
Adrift,6.838,2649,35000000,59945012,tt6306064,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}]",429300
Johnny English Strikes Again,6.262,2638,25000000,158972570,tt6921996,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",463272
Ghostland,7.387,2567,0,0,tt6195094,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",476299
Mowgli: Legend of the Jungle,6.47,2545,175000000,0,tt2388771,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",407436
Widows,6.486,2395,42000000,73900000,tt4218572,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",401469
When We First Met,6.56,2328,10000000,0,tt5783956,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",433310
Mile 22,6.235,2318,35000000,66308758,tt4560436,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",347375
The Spy Who Dumped Me,6.388,2298,40000000,33562069,tt6663582,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",454992
The Christmas Chronicles,7.149,2288,0,0,tt2990140,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",527435
Hunter Killer,6.897,2286,40000000,31672678,tt1846589,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",399402
Every Day,7.25,2272,4900000,10400000,tt7026672,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",465136
Climax,7.046,2260,2900000,1696075,tt8359848,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",507076
Dogman,7.528,2258,0,5080147,tt6768578,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",483184
The Princess Switch,6.996,2249,0,0,tt8954732,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",556803
The House with a Clock in Its Walls,6.251,2239,42000000,131523093,tt2119543,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",463821
